2025-04-05 03:17:36,508 INFO    MainThread:10926 [wandb_setup.py:_flush():67] Current SDK version is 0.19.8
2025-04-05 03:26:07,808 INFO    MainThread:10926 [wandb_init.py:init():761] calling init triggers
2025-04-05 03:26:07,808 INFO    MainThread:10926 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-04-05 03:26:07,808 INFO    MainThread:10926 [wandb_init.py:init():773] finishing previous run: o32q33ht
2025-04-05 03:26:07,808 INFO    MainThread:10926 [wandb_run.py:_finish():2112] finishing run liuyihao649-university-of-cambridge/Qwen_baseline/o32q33ht
2025-04-05 03:26:07,808 ERROR   MainThread:10926 [jupyter.py:save_history():450] Run pip install nbformat to save notebook history
2025-04-05 03:26:07,808 INFO    MainThread:10926 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-04-05 03:26:07,808 INFO    MainThread:10926 [wandb_init.py:_jupyter_teardown():581] cleaning up jupyter logic
2025-04-05 03:26:07,808 INFO    MainThread:10926 [wandb_run.py:_atexit_cleanup():2340] got exitcode: 0
2025-04-05 03:26:07,808 INFO    MainThread:10926 [wandb_run.py:_restore():2322] restore
2025-04-05 03:26:07,808 INFO    MainThread:10926 [wandb_run.py:_restore():2328] restore done
2025-04-05 03:26:08,629 INFO    MainThread:10926 [wandb_run.py:_footer_history_summary_info():3956] rendering history
2025-04-05 03:26:08,630 INFO    MainThread:10926 [wandb_run.py:_footer_history_summary_info():3988] rendering summary
2025-04-05 03:26:08,631 INFO    MainThread:10926 [wandb_run.py:_footer_sync_info():3917] logging synced files
